source,destination,distance_km,days,transport,hotel_type,people,season,trip_type,group_type,travel_cost,hotel_cost,food_cost,total_cost,budget_category
Delhi,Jaipur,430,6,bus,5-star,5,off,long,couple,1526,80387,32364,110090,medium
Bangalore,Mumbai,706,7,bus,2-star,4,off,long,solo,2090,9754,8708,19792,low
Goa,Chennai,1384,5,flight,3-star,3,normal,short,couple,9164,15915,8290,49987,medium
Delhi,Jaipur,791,5,flight,3-star,1,off,medium,solo,1579,7330,2474,17036,medium
Mumbai,Bangalore,652,7,train,3-star,2,normal,short,family,1469,12163,7618,25001,low
Goa,Jaipur,717,2,train,4-star,3,normal,long,couple,2444,7034,5036,17078,medium
Kolkata,Bangalore,1489,7,bus,3-star,4,normal,short,family,4882,24747,15392,43300,low
Jaipur,Chennai,1641,2,bus,5-star,3,normal,long,family,3908,11968,7277,22294,medium
Goa,Hyderabad,910,7,train,3-star,4,peak,medium,couple,4488,26625,16965,56562,medium
Kolkata,Bangalore,1341,7,train,2-star,3,off,short,family,4072,9674,6717,24073,low
Kolkata,Mumbai,550,6,bus,2-star,1,peak,long,couple,481,4982,2306,7479,low
Bangalore,Goa,454,4,flight,3-star,1,normal,short,solo,997,5966,2244,13790,medium
Mumbai,Kolkata,1781,2,bus,3-star,2,off,long,couple,2536,1780,2042,6121,low
Bangalore,Kochi,1354,7,train,4-star,5,normal,short,solo,7556,60746,29497,115293,medium
Kolkata,Mumbai,530,7,bus,4-star,2,off,long,family,742,18630,10205,28532,medium
Pune,Kolkata,399,4,train,2-star,2,normal,short,solo,875,2653,2802,7453,low
Goa,Bangalore,585,5,flight,2-star,3,peak,short,couple,4143,7929,5739,26692,low
Delhi,Goa,134,1,train,2-star,4,peak,short,family,663,2021,1558,4986,low
Kolkata,Pune,917,1,bus,3-star,2,off,medium,couple,1314,1853,966,3978,low
Chennai,Mumbai,1641,7,flight,3-star,3,normal,short,solo,10602,23969,11940,69659,medium
Delhi,Kolkata,1978,6,flight,2-star,2,off,medium,couple,7809,4038,3698,23297,low
Mumbai,Hyderabad,1375,3,bus,2-star,3,peak,medium,couple,3681,4016,3506,10778,low
Pune,Goa,464,1,bus,4-star,1,normal,medium,family,367,3462,833,4492,medium
Bangalore,Mumbai,1024,4,bus,3-star,3,normal,short,couple,2460,11805,6483,19999,low
Hyderabad,Goa,253,7,flight,4-star,1,off,short,solo,497,18761,5311,36821,high
Chennai,Kochi,1832,4,bus,2-star,4,peak,long,couple,6493,5947,6133,17883,low
Chennai,Kolkata,341,3,train,3-star,3,peak,short,couple,1241,8669,5453,18090,medium
Bangalore,Pune,129,2,bus,4-star,2,off,medium,family,186,3078,3105,6134,low
Kochi,Mumbai,1452,1,flight,2-star,3,normal,long,couple,9456,1802,1068,18474,high
Kolkata,Mumbai,1524,3,bus,3-star,5,peak,short,couple,6798,13206,9025,27951,low
Mumbai,Kolkata,559,1,bus,2-star,2,off,long,family,816,818,624,2173,low
Mumbai,Jaipur,1056,4,flight,4-star,5,normal,short,couple,11477,30520,17039,88541,medium
Kolkata,Bangalore,1331,2,flight,3-star,2,off,short,solo,5264,1830,1990,13603,medium
Hyderabad,Kolkata,890,4,bus,3-star,4,normal,long,solo,2904,11874,8950,22844,low
Delhi,Chennai,873,3,flight,3-star,4,normal,long,couple,7621,8093,6455,33219,medium
Pune,Bangalore,1784,5,bus,2-star,5,off,medium,couple,6445,9430,7843,22859,low
Pune,Kolkata,394,6,flight,5-star,3,normal,medium,couple,2617,59531,21259,125021,high
Pune,Jaipur,879,7,bus,5-star,2,off,long,solo,1281,32349,15008,46847,medium
Kolkata,Bangalore,246,2,bus,4-star,4,peak,long,couple,866,8004,7609,15841,low
Bangalore,Kolkata,1388,4,train,5-star,3,off,medium,family,4194,32611,12992,58586,medium
Delhi,Chennai,449,7,bus,4-star,4,off,medium,family,1246,37415,21265,57744,medium
Goa,Pune,202,7,train,3-star,5,off,long,couple,971,31837,16810,58484,low
Kolkata,Kochi,116,3,flight,4-star,4,off,short,solo,918,12754,9332,34428,medium
Delhi,Chennai,348,4,bus,4-star,4,normal,medium,family,1120,20696,13205,33768,medium
Hyderabad,Mumbai,473,4,train,3-star,4,off,long,family,1823,10594,7814,23839,low
Kochi,Hyderabad,1637,1,train,5-star,4,normal,medium,family,7185,11817,4824,28056,high
Kolkata,Delhi,796,2,train,3-star,2,normal,medium,solo,1745,2000,2237,7037,low
Delhi,Hyderabad,1158,5,train,5-star,5,normal,long,solo,6256,72452,29993,127914,high
Kolkata,Jaipur,953,6,flight,5-star,5,peak,long,couple,11473,100314,40122,227385,high
Mumbai,Kolkata,236,1,train,4-star,3,normal,long,solo,767,6980,2560,12133,medium
Kochi,Kolkata,555,3,train,3-star,2,off,medium,couple,1094,3631,2982,9067,low
Kolkata,Goa,558,4,flight,2-star,4,normal,short,solo,5045,5276,5589,23832,low
Goa,Mumbai,1877,6,flight,2-star,5,normal,short,family,20365,13622,10245,66299,medium
Mumbai,Pune,1850,5,bus,4-star,3,off,long,couple,4016,24961,11348,38853,medium
Pune,Jaipur,665,5,bus,5-star,5,peak,short,couple,2862,78647,33536,110792,medium
Delhi,Kolkata,904,6,bus,2-star,4,normal,short,couple,2891,9084,8609,19803,low
Pune,Delhi,617,1,bus,4-star,3,peak,medium,couple,1635,7635,2824,11648,medium
Jaipur,Goa,568,3,flight,2-star,1,normal,short,family,1239,1786,1026,6071,medium
Delhi,Kolkata,560,3,flight,2-star,1,off,medium,solo,1124,1610,947,5513,low
Chennai,Pune,637,4,flight,5-star,1,normal,medium,solo,1379,18117,4745,36309,high
Kolkata,Mumbai,1599,2,flight,2-star,5,normal,short,family,17551,2735,3541,35688,medium
Mumbai,Bangalore,812,4,flight,5-star,1,peak,long,couple,1964,19274,5517,40107,high
Mumbai,Pune,1170,3,train,3-star,2,normal,long,solo,2641,4043,3262,11700,low
Pune,Goa,1640,2,train,5-star,5,off,short,couple,8104,16067,11004,41396,medium
Pune,Hyderabad,834,5,flight,5-star,5,normal,short,family,9210,71153,29788,165106,high
Chennai,Jaipur,1191,1,flight,4-star,5,off,short,couple,11989,9676,3912,38263,high
Kolkata,Mumbai,1771,2,train,3-star,1,normal,short,family,1970,1992,1046,5897,medium
Delhi,Jaipur,1806,1,train,5-star,5,normal,short,solo,9977,17999,6012,39999,high
Hyderabad,Bangalore,600,1,train,5-star,4,normal,short,family,2642,11761,4840,22663,high
Kochi,Goa,1935,6,train,5-star,5,peak,long,couple,11817,100013,40162,178764,high
Kolkata,Goa,1007,1,bus,2-star,5,peak,short,family,4470,2951,1922,8995,low
Delhi,Goa,1431,1,bus,2-star,3,normal,short,couple,3439,1802,1065,6070,medium
Delhi,Kochi,1958,7,train,3-star,4,off,short,couple,7828,22273,14318,52187,low
Bangalore,Hyderabad,547,1,train,5-star,2,normal,short,couple,1204,5654,2444,10971,high
Jaipur,Mumbai,1085,1,train,4-star,4,normal,long,couple,4735,6915,3379,17700,medium
Jaipur,Mumbai,1517,4,flight,2-star,5,peak,medium,family,18232,8991,7519,52064,medium
Bangalore,Hyderabad,1875,5,bus,2-star,3,normal,medium,solo,4427,7237,5299,16334,low
Kolkata,Goa,124,1,train,3-star,1,peak,medium,solo,151,2174,596,3439,medium
Goa,Hyderabad,595,3,flight,2-star,5,normal,long,family,6495,5419,5366,25876,low
Kolkata,Chennai,1926,7,bus,2-star,3,peak,short,solo,4928,11840,7923,23799,low
Kolkata,Goa,1751,6,train,3-star,3,peak,short,family,6198,22319,10978,46466,medium
Kolkata,Goa,1498,7,flight,2-star,2,normal,short,couple,6635,5474,4864,25417,low
Mumbai,Kolkata,217,6,flight,4-star,5,normal,long,solo,2371,54221,25405,122673,medium
Mumbai,Kochi,1723,7,bus,2-star,4,peak,long,family,6131,11881,10481,27452,low
Kochi,Delhi,773,3,train,4-star,2,off,long,family,1483,6245,4662,14584,medium
Goa,Kolkata,896,5,flight,2-star,4,peak,medium,solo,8775,8028,7585,36523,low
Pune,Jaipur,1325,3,flight,5-star,5,normal,long,family,14928,35478,18057,102568,high
Mumbai,Hyderabad,354,2,train,5-star,5,off,short,solo,1752,16157,11016,34030,medium
Hyderabad,Kochi,256,3,flight,3-star,3,off,short,family,1504,7054,4456,19510,medium
Chennai,Bangalore,986,5,train,5-star,1,peak,short,family,1185,27737,6666,41779,high
Pune,Jaipur,749,2,bus,2-star,4,off,short,solo,2143,1594,2448,5962,low
Bangalore,Hyderabad,370,7,flight,5-star,5,normal,short,family,4007,108186,42899,232226,high
Chennai,Kolkata,909,2,flight,3-star,2,normal,medium,family,4066,2006,2189,12367,medium
Bangalore,Mumbai,942,4,train,5-star,5,normal,short,solo,5201,53579,24618,98142,medium
Hyderabad,Chennai,1170,6,bus,5-star,4,normal,medium,solo,3733,59922,27842,88177,medium
Pune,Hyderabad,1785,1,bus,5-star,3,off,long,family,3844,10935,3188,17297,high
Pune,Hyderabad,875,4,train,3-star,2,normal,short,solo,1903,6071,4302,14451,low
Kochi,Goa,1300,1,flight,5-star,4,normal,long,couple,11621,11904,4772,42382,high
Delhi,Pune,673,3,bus,2-star,5,normal,medium,couple,2646,5430,5443,13006,low
Chennai,Bangalore,1632,6,flight,4-star,5,peak,medium,solo,19978,57001,28527,158051,high
Jaipur,Goa,1732,2,train,2-star,2,peak,long,couple,4171,1010,1558,7929,low
Bangalore,Kochi,883,5,flight,2-star,1,normal,medium,family,1856,3545,1774,10759,medium
Mumbai,Chennai,1884,1,flight,2-star,2,off,short,family,7477,797,624,13329,high
Jaipur,Kochi,1194,1,train,3-star,5,peak,short,solo,7017,6591,3125,19703,medium
Delhi,Chennai,1606,1,bus,2-star,5,peak,medium,solo,7151,3067,1950,11704,medium
Bangalore,Kolkata,1816,5,bus,2-star,2,peak,short,couple,3245,4077,3871,10766,low
Hyderabad,Bangalore,790,2,train,2-star,3,normal,long,couple,2599,1827,2145,7728,low
Hyderabad,Mumbai,1202,2,bus,4-star,4,peak,long,couple,4200,7616,7495,18602,medium
Delhi,Kolkata,1566,2,bus,2-star,3,off,medium,couple,3424,1639,1849,6654,low
Mumbai,Hyderabad,1449,4,flight,3-star,5,off,medium,couple,14756,16044,9860,60887,medium
Bangalore,Chennai,970,7,flight,4-star,2,off,medium,family,3789,19664,10748,51158,medium
Kochi,Pune,454,1,bus,4-star,4,peak,medium,solo,1577,7799,3783,12663,medium
Bangalore,Hyderabad,1229,6,bus,3-star,3,off,long,solo,2647,18226,8799,28566,low
Jaipur,Delhi,1920,6,flight,2-star,4,peak,short,couple,18448,9601,9056,55643,medium
Chennai,Goa,764,2,flight,2-star,1,normal,short,family,1726,922,700,5007,medium
Goa,Chennai,506,7,bus,2-star,1,normal,long,solo,414,5387,2441,7937,low
Delhi,Goa,1098,3,bus,5-star,5,normal,short,family,4395,35932,17941,56119,medium
Delhi,Pune,265,3,bus,2-star,4,peak,short,couple,948,3968,4669,9225,low
Goa,Mumbai,1564,7,bus,2-star,5,normal,long,couple,6352,16294,12071,33431,low
Chennai,Kolkata,445,5,flight,2-star,3,normal,medium,solo,2877,7216,5236,22968,low
Bangalore,Jaipur,155,7,flight,3-star,2,peak,medium,couple,751,13196,8798,34039,medium
Delhi,Pune,1192,6,train,2-star,5,peak,short,solo,7067,14406,11607,38975,low
Bangalore,Pune,1562,2,flight,4-star,2,normal,medium,family,6833,3516,3429,20638,high
Goa,Bangalore,189,1,flight,2-star,1,off,medium,couple,381,791,312,2223,medium
Hyderabad,Goa,980,7,bus,4-star,4,peak,long,family,3471,46733,27041,74297,medium
Goa,Pune,1072,6,train,5-star,2,normal,short,couple,2392,29974,14207,54830,medium
Hyderabad,Mumbai,1450,5,bus,2-star,3,peak,medium,family,3795,7849,5831,16830,low
Kolkata,Bangalore,1114,7,train,2-star,1,normal,long,family,1230,5292,2433,10549,low
Jaipur,Chennai,1447,6,flight,3-star,1,off,medium,solo,2902,9047,2995,22374,medium
Hyderabad,Delhi,1614,6,train,3-star,2,normal,short,solo,3571,10243,6623,24031,medium
Kochi,Mumbai,913,2,flight,5-star,3,peak,long,family,6589,13018,7949,41297,high
Pune,Mumbai,1800,7,train,3-star,2,normal,long,couple,3815,11966,7676,27624,low
Pune,Mumbai,740,1,bus,3-star,2,peak,short,couple,1275,2169,1224,4497,medium
Kochi,Pune,1332,6,bus,4-star,4,off,long,couple,3849,31548,18444,51839,medium
Kochi,Bangalore,147,3,train,3-star,3,peak,medium,solo,534,8964,5455,17585,low
Kochi,Mumbai,844,2,bus,3-star,4,normal,short,family,2641,4097,4424,10745,low
Delhi,Chennai,1128,3,train,4-star,3,off,short,solo,3320,12363,6925,26626,medium
Bangalore,Kochi,998,6,train,4-star,5,off,short,family,4931,48365,22830,89523,medium
Kochi,Goa,346,2,train,3-star,2,off,long,couple,676,1824,2007,5300,low
Kochi,Jaipur,1575,6,bus,2-star,4,peak,medium,couple,5558,10000,9234,23867,low
Delhi,Mumbai,1637,5,flight,4-star,3,normal,short,solo,10842,28489,12869,78131,high
Kolkata,Delhi,432,7,flight,2-star,3,peak,short,couple,3128,12120,7798,34528,low
Chennai,Delhi,1196,5,flight,3-star,4,off,medium,family,9763,14031,9806,50349,medium
Mumbai,Kochi,1990,7,train,3-star,5,normal,long,solo,10938,35920,19540,78134,medium
Jaipur,Kolkata,1713,2,train,4-star,4,off,short,couple,6675,6324,6066,22449,medium
Goa,Kochi,1781,6,bus,2-star,4,off,long,family,5151,8092,7570,20041,low
Bangalore,Hyderabad,565,6,train,4-star,3,peak,long,couple,2034,38205,16902,67272,medium
Delhi,Kolkata,1717,2,bus,3-star,3,off,medium,couple,3761,3567,2931,9880,low
Jaipur,Kochi,637,3,flight,5-star,1,peak,medium,couple,1555,13193,4009,28092,high
Kolkata,Pune,578,1,flight,2-star,5,normal,short,couple,6271,2627,1736,15945,medium
Chennai,Hyderabad,797,1,bus,4-star,2,off,long,couple,1134,3146,1515,5581,medium
Pune,Jaipur,1906,1,bus,2-star,4,off,long,family,5550,1612,1262,8108,medium
Hyderabad,Jaipur,227,7,train,4-star,4,normal,long,solo,1001,42122,23791,78747,medium
Hyderabad,Chennai,182,1,flight,3-star,4,peak,medium,family,1775,4347,2470,12868,medium
Goa,Bangalore,1196,6,flight,4-star,3,off,medium,solo,7079,30880,13808,77606,medium
Kochi,Hyderabad,151,1,flight,5-star,4,off,medium,family,1180,10907,4463,24768,high
Pune,Delhi,830,1,train,5-star,5,off,short,couple,4060,16280,5257,30135,high
Bangalore,Hyderabad,423,4,train,5-star,4,off,long,family,1686,31969,17118,59803,medium
Delhi,Kochi,214,1,train,5-star,1,peak,short,couple,254,6672,1339,9720,high
Mumbai,Pune,1729,3,train,5-star,3,normal,medium,family,5707,23688,11057,47615,high
Hyderabad,Jaipur,1101,1,bus,2-star,2,off,medium,couple,1567,783,634,2875,low
Delhi,Mumbai,1704,6,train,3-star,5,normal,long,solo,9216,30444,16405,65973,medium
Mumbai,Goa,941,2,bus,4-star,2,off,long,family,1367,3216,3004,7304,low
Jaipur,Delhi,143,4,bus,3-star,1,normal,long,couple,113,5993,2250,8044,medium
Bangalore,Pune,1566,5,bus,2-star,2,off,short,family,2232,3211,3172,8298,low
Delhi,Mumbai,914,5,flight,4-star,2,peak,medium,family,4385,15435,9132,43391,medium
Pune,Bangalore,698,7,train,2-star,1,off,medium,solo,713,4761,2194,9031,low
Goa,Chennai,1708,7,bus,3-star,2,normal,medium,couple,2731,12344,7546,21771,low
Mumbai,Delhi,251,5,bus,2-star,1,off,long,couple,186,3276,1584,4855,low
Kochi,Hyderabad,1094,5,bus,4-star,2,peak,short,family,1897,15531,9248,25688,medium
Delhi,Kochi,1349,2,train,3-star,1,normal,medium,family,1512,1970,1098,5390,medium
Kolkata,Kochi,914,1,train,3-star,4,off,long,family,3589,3546,2002,10758,medium
Goa,Kochi,627,3,train,3-star,1,normal,short,couple,695,4072,1605,7496,medium
Goa,Kolkata,971,6,train,5-star,2,off,long,family,1953,28014,12872,50347,medium
Kolkata,Hyderabad,147,4,train,2-star,4,peak,long,solo,731,5916,6033,14933,low
Mumbai,Pune,1173,6,bus,3-star,3,peak,long,couple,3082,22345,10753,34829,low
Delhi,Hyderabad,534,5,flight,3-star,3,off,long,solo,3143,14528,7425,37583,medium
Chennai,Hyderabad,1648,6,flight,3-star,4,off,medium,family,13166,18064,11965,64679,medium
Hyderabad,Pune,1779,5,bus,3-star,4,off,medium,family,5090,14450,9762,28224,low
Mumbai,Pune,793,1,train,3-star,3,normal,medium,family,2667,3961,1677,9771,medium
Kolkata,Chennai,1621,1,train,4-star,2,off,short,family,3198,3159,1518,9269,medium
Kolkata,Hyderabad,1738,5,flight,2-star,3,off,long,solo,10166,6310,4650,31686,medium
Kochi,Chennai,1953,6,train,3-star,4,normal,short,couple,8551,20063,13400,49432,medium
Hyderabad,Kolkata,1049,4,train,5-star,2,normal,medium,solo,2292,17761,9392,34691,medium
Mumbai,Pune,683,3,train,3-star,3,normal,short,couple,2270,8165,5044,18197,medium
Pune,Kochi,1363,5,train,5-star,4,peak,medium,solo,6667,53305,27072,102353,high
Mumbai,Pune,1634,6,flight,2-star,5,off,long,solo,16257,12267,9404,56800,low
Pune,Goa,1815,7,flight,5-star,5,off,medium,solo,17601,96202,37794,227225,high
Delhi,Goa,1288,5,flight,4-star,3,peak,short,couple,9359,31689,14042,82434,high
Jaipur,Hyderabad,921,3,flight,3-star,3,off,medium,couple,5567,7153,4434,25692,medium
Chennai,Mumbai,1453,2,bus,4-star,1,normal,long,family,1139,3461,1713,6082,medium
Bangalore,Goa,414,5,train,3-star,2,normal,medium,solo,910,8113,5514,17099,low
Chennai,Mumbai,1221,3,flight,5-star,3,peak,medium,family,8817,27250,11863,71722,high
Hyderabad,Mumbai,1902,1,flight,2-star,5,peak,medium,solo,23415,2952,1945,42371,high
Delhi,Kolkata,1605,3,bus,4-star,2,normal,medium,couple,2603,7021,4919,14012,medium
Kolkata,Kochi,1329,2,flight,5-star,5,normal,medium,couple,14623,18332,12094,67440,high
Goa,Chennai,927,5,bus,3-star,2,off,medium,solo,1343,7013,4896,12775,low
Jaipur,Pune,650,5,flight,2-star,2,normal,short,couple,2877,3622,3563,15062,low
Bangalore,Goa,415,2,bus,5-star,2,off,long,family,596,5432,4321,9963,medium
Bangalore,Kolkata,1914,7,train,5-star,1,peak,long,solo,2281,38260,9299,58762,high
Kochi,Jaipur,348,4,bus,5-star,1,normal,short,solo,279,17833,4683,21969,high
Goa,Kochi,949,4,bus,2-star,1,normal,short,couple,766,2689,1411,4685,low
Kolkata,Pune,333,5,train,5-star,1,off,medium,family,338,20906,5343,31350,high
Hyderabad,Pune,401,2,train,3-star,3,peak,short,couple,1451,4496,3540,11165,low
Hyderabad,Delhi,247,5,train,3-star,4,normal,long,solo,1118,16032,10984,33110,low
Kochi,Mumbai,1242,5,bus,2-star,2,normal,medium,solo,1981,3576,3555,8773,low
Hyderabad,Kochi,1951,1,flight,3-star,4,off,medium,couple,15204,3618,1968,31166,high
Jaipur,Bangalore,852,1,flight,2-star,5,normal,short,couple,9264,2804,1761,20714,medium
Bangalore,Goa,970,2,flight,4-star,2,off,short,family,3876,3203,2994,15086,medium
Bangalore,Jaipur,542,5,train,4-star,2,off,medium,solo,1101,12125,7561,24506,medium
Chennai,Bangalore,342,4,bus,3-star,2,off,long,family,489,5447,3972,9537,low
Kolkata,Hyderabad,804,2,train,2-star,3,normal,long,solo,2646,1799,2069,7669,low
Delhi,Mumbai,1376,5,flight,3-star,5,off,medium,solo,13316,21835,12503,71379,medium
Jaipur,Delhi,1451,3,train,2-star,1,off,long,solo,1470,1600,954,4734,low
Pune,Jaipur,221,2,flight,2-star,4,peak,short,couple,2130,2015,3127,10885,low
Kochi,Hyderabad,1716,6,bus,4-star,4,normal,long,family,5508,34821,20694,58756,medium
Kochi,Hyderabad,346,7,bus,3-star,2,off,short,family,503,10689,6791,17332,low
Pune,Jaipur,1825,6,flight,3-star,4,peak,medium,solo,17589,22500,14769,82111,medium
Mumbai,Delhi,377,5,train,4-star,3,peak,short,couple,1345,30260,14293,54044,medium
Chennai,Mumbai,1413,5,bus,3-star,1,peak,short,family,1222,8867,2997,12600,medium
Mumbai,Bangalore,116,1,bus,4-star,3,peak,long,solo,313,7611,2853,10379,medium
Bangalore,Kochi,404,6,bus,2-star,2,off,long,solo,583,4065,3668,8013,low
Goa,Mumbai,1008,5,bus,2-star,1,off,medium,solo,701,3229,1580,5307,low
Hyderabad,Pune,778,1,bus,5-star,4,off,short,couple,2202,10623,4356,16556,medium
Mumbai,Kolkata,1635,4,flight,5-star,3,normal,long,family,10882,35925,14568,91921,high
Kochi,Chennai,409,5,bus,4-star,4,normal,short,solo,1285,27850,17420,44816,medium
Hyderabad,Kolkata,460,1,bus,2-star,3,normal,medium,solo,1105,1803,1086,3843,low
Goa,Kolkata,903,1,bus,4-star,1,normal,medium,solo,707,3541,871,4926,medium
Delhi,Jaipur,198,6,flight,5-star,4,off,long,couple,1560,54696,25538,122497,high
Kolkata,Jaipur,679,4,train,3-star,2,peak,medium,solo,1626,6638,4897,15483,low
Chennai,Kolkata,1182,6,flight,2-star,4,peak,long,couple,11634,10133,9230,46391,low
Delhi,Jaipur,812,6,bus,2-star,3,normal,medium,family,1983,8953,6385,16675,low
Pune,Kolkata,1210,7,bus,3-star,1,normal,short,couple,971,12080,3874,16291,medium
Goa,Bangalore,561,5,train,4-star,5,off,short,solo,2710,37162,19154,69525,medium
Hyderabad,Delhi,454,1,train,2-star,1,peak,medium,couple,535,1002,390,2267,medium
Goa,Kolkata,1586,6,flight,4-star,4,peak,long,couple,15427,37852,22904,114132,medium
Pune,Bangalore,383,3,bus,4-star,4,normal,short,family,1263,14030,10278,24615,medium
Hyderabad,Goa,1998,5,train,5-star,4,off,long,solo,7936,43543,21561,85941,medium
Delhi,Pune,1846,3,train,3-star,3,peak,medium,family,6697,8919,5636,24989,medium
Bangalore,Pune,1011,2,bus,4-star,1,off,long,family,712,3145,1502,5163,medium
Bangalore,Chennai,1532,6,bus,2-star,3,normal,short,family,3764,8920,6163,18157,low
Mumbai,Hyderabad,1912,6,bus,4-star,1,normal,medium,solo,1544,17957,5150,23706,medium
Chennai,Kolkata,1597,5,bus,4-star,2,off,short,couple,2306,12677,7812,21935,medium
Hyderabad,Jaipur,240,2,flight,4-star,1,peak,long,solo,573,3843,1857,9399,medium
Bangalore,Mumbai,1322,7,train,2-star,5,off,medium,solo,6429,14508,11208,37834,low
Pune,Kolkata,1924,5,bus,2-star,2,normal,long,solo,3104,3634,3507,9861,low
Hyderabad,Kolkata,350,7,train,5-star,2,off,medium,couple,698,32010,15049,56244,medium
Delhi,Jaipur,1033,4,flight,3-star,5,peak,medium,solo,12535,19882,12158,66754,medium
Bangalore,Goa,1612,2,train,5-star,4,normal,short,solo,7078,11932,10054,34179,medium
Mumbai,Kochi,1478,6,train,3-star,4,off,long,solo,5932,18111,11838,42220,low
Delhi,Pune,1275,7,bus,4-star,2,peak,short,solo,2228,23054,13147,37007,medium
Hyderabad,Delhi,1535,3,bus,3-star,4,normal,long,solo,4773,7811,6536,18436,low
Jaipur,Hyderabad,1016,6,bus,5-star,2,normal,medium,solo,1630,29892,14719,44515,medium
Goa,Bangalore,581,3,bus,4-star,3,normal,short,couple,1363,13842,7824,22177,medium
Chennai,Pune,311,3,flight,3-star,4,off,long,solo,2467,7295,6122,23766,low
Chennai,Kolkata,1553,1,train,2-star,1,peak,long,couple,1859,988,383,3802,medium
Kochi,Chennai,1909,5,bus,3-star,5,normal,short,family,7412,23888,13931,43567,low
Pune,Kochi,341,1,bus,2-star,1,off,short,family,247,817,313,1324,low
